No.     Time        Source                Destination           Protocol Info
     81 3.857954    127.0.0.1             127.0.0.1             TCP      commplex-main > 16312 [ACK] Seq=2 Ack=23170 Win=65535 Len=0 TSV=1325944042 TSER=1325883815
     82 3.858935    127.0.0.1             127.0.0.1             TCP      commplex-main > 16312 [ACK] Seq=2 Ack=24618 Win=65535 Len=0 TSV=1325964113 TSER=1325883831
     83 3.878094    127.0.0.1             127.0.0.1             TCP      commplex-main > 16312 [ACK] Seq=2 Ack=24618 Win=65535 Len=0 TSV=1325964113 TSER=1325883831
     84 3.879020    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=24618 Ack=2 Win=65535 Len=1448 TSV=1325984343 TSER=1325903911
     85 3.898190    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=24618 Ack=2 Win=65535 Len=1448 TSV=1325984343 TSER=1325903911
     86 3.899099    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=26066 Ack=2 Win=65535 Len=1448 TSV=1326004300 TSER=1325923905
     87 3.918265    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=26066 Ack=2 Win=65535 Len=1448 TSV=1326004300 TSER=1325923905
     88 3.919176    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=27514 Ack=2 Win=65535 Len=1448 TSV=1326024490 TSER=1325944042
     89 3.938346    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=27514 Ack=2 Win=65535 Len=1448 TSV=1326024490 TSER=1325944042
     90 3.939266    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=28962 Ack=2 Win=65535 Len=1448 TSV=1326044647 TSER=1325964113
     91 3.958443    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=28962 Ack=2 Win=65535 Len=1448 TSV=1326044647 TSER=1325964113
     92 3.959354    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=30410 Ack=2 Win=65535 Len=1448 TSV=1326044651 TSER=1325964113
     93 3.978523    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=30410 Ack=2 Win=65535 Len=1448 TSV=1326044651 TSER=1325964113
     94 3.979486    127.0.0.1             127.0.0.1             TCP      commplex-main > 16312 [ACK] Seq=2 Ack=26066 Win=65535 Len=0 TSV=1326064678 TSER=1325984343
     95 3.998651    127.0.0.1             127.0.0.1             TCP      commplex-main > 16312 [ACK] Seq=2 Ack=26066 Win=65535 Len=0 TSV=1326064678 TSER=1325984343
     96 3.999562    127.0.0.1             127.0.0.1             TCP      commplex-main > 16312 [ACK] Seq=2 Ack=27514 Win=65535 Len=0 TSV=1326084750 TSER=1326004300
     97 4.018680    127.0.0.1             127.0.0.1             TCP      commplex-main > 16312 [ACK] Seq=2 Ack=27514 Win=65535 Len=0 TSV=1326084750 TSER=1326004300
     98 4.019648    127.0.0.1             127.0.0.1             TCP      commplex-main > 16312 [ACK] Seq=2 Ack=28962 Win=65535 Len=0 TSV=1326104860 TSER=1326024490
     99 4.038751    127.0.0.1             127.0.0.1             TCP      commplex-main > 16312 [ACK] Seq=2 Ack=28962 Win=65535 Len=0 TSV=1326104860 TSER=1326024490
    100 4.039722    127.0.0.1             127.0.0.1             TCP      commplex-main > 16312 [ACK] Seq=2 Ack=30410 Win=65535 Len=0 TSV=1326124946 TSER=1326044647
    101 4.058825    127.0.0.1             127.0.0.1             TCP      commplex-main > 16312 [ACK] Seq=2 Ack=30410 Win=65535 Len=0 TSV=1326124946 TSER=1326044647
    102 4.059865    127.0.0.1             127.0.0.1             TCP      commplex-main > 16312 [ACK] Seq=2 Ack=31858 Win=65535 Len=0 TSV=1326145011 TSER=1326044651
    103 4.079032    127.0.0.1             127.0.0.1             TCP      commplex-main > 16312 [ACK] Seq=2 Ack=31858 Win=65535 Len=0 TSV=1326145011 TSER=1326044651
    104 4.079959    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=31858 Ack=2 Win=65535 Len=1448 TSV=1326165228 TSER=1326064678
    105 4.099117    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=31858 Ack=2 Win=65535 Len=1448 TSV=1326165228 TSER=1326064678
    106 4.100045    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=33306 Ack=2 Win=65535 Len=1448 TSV=1326185257 TSER=1326084750
    107 4.119212    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=33306 Ack=2 Win=65535 Len=1448 TSV=1326185257 TSER=1326084750
    108 4.120128    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=34754 Ack=2 Win=65535 Len=1448 TSV=1326205282 TSER=1326104860
    109 4.139244    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=34754 Ack=2 Win=65535 Len=1448 TSV=1326205282 TSER=1326104860
    110 4.140216    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=36202 Ack=2 Win=65535 Len=1448 TSV=1326225359 TSER=1326124946
    111 4.159386    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=36202 Ack=2 Win=65535 Len=1448 TSV=1326225359 TSER=1326124946
    112 4.160353    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=37650 Ack=2 Win=65535 Len=1448 TSV=1326245567 TSER=1326145011
    113 4.179520    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=37650 Ack=2 Win=65535 Len=1448 TSV=1326245567 TSER=1326145011
    114 4.180434    127.0.0.1             127.0.0.1             TCP      commplex-main > 16312 [ACK] Seq=2 Ack=33306 Win=65535 Len=0 TSV=1326265613 TSER=1326165228
    115 4.199600    127.0.0.1             127.0.0.1             TCP      commplex-main > 16312 [ACK] Seq=2 Ack=33306 Win=65535 Len=0 TSV=1326265613 TSER=1326165228
    116 4.200512    127.0.0.1             127.0.0.1             TCP      commplex-main > 16312 [ACK] Seq=2 Ack=34754 Win=65535 Len=0 TSV=1326285703 TSER=1326185257
    117 4.219678    127.0.0.1             127.0.0.1             TCP      commplex-main > 16312 [ACK] Seq=2 Ack=34754 Win=65535 Len=0 TSV=1326285703 TSER=1326185257
    118 4.220647    127.0.0.1             127.0.0.1             TCP      commplex-main > 16312 [ACK] Seq=2 Ack=36202 Win=65535 Len=0 TSV=1326305738 TSER=1326205282
    119 4.239809    127.0.0.1             127.0.0.1             TCP      commplex-main > 16312 [ACK] Seq=2 Ack=36202 Win=65535 Len=0 TSV=1326305738 TSER=1326205282
    120 4.240797    127.0.0.1             127.0.0.1             TCP      commplex-main > 16312 [ACK] Seq=2 Ack=37650 Win=65535 Len=0 TSV=1326325872 TSER=1326225359
    121 4.259948    127.0.0.1             127.0.0.1             TCP      commplex-main > 16312 [ACK] Seq=2 Ack=37650 Win=65535 Len=0 TSV=1326325872 TSER=1326225359
    122 4.260930    127.0.0.1             127.0.0.1             TCP      commplex-main > 16312 [ACK] Seq=2 Ack=39098 Win=65535 Len=0 TSV=1326346010 TSER=1326245567
    123 4.280087    127.0.0.1             127.0.0.1             TCP      commplex-main > 16312 [ACK] Seq=2 Ack=39098 Win=65535 Len=0 TSV=1326346010 TSER=1326245567
    124 4.281016    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=39098 Ack=2 Win=65535 Len=1448 TSV=1326366182 TSER=1326265613
    125 4.300178    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=39098 Ack=2 Win=65535 Len=1448 TSV=1326366182 TSER=1326265613
    126 4.301093    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=40546 Ack=2 Win=65535 Len=1448 TSV=1326366214 TSER=1326265613
    127 4.320256    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=40546 Ack=2 Win=65535 Len=1448 TSV=1326366214 TSER=1326265613
    128 4.321166    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=41994 Ack=2 Win=65535 Len=1448 TSV=1326386214 TSER=1326285703
    129 4.340321    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=41994 Ack=2 Win=65535 Len=1448 TSV=1326386214 TSER=1326285703
    130 4.341242    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=43442 Ack=2 Win=65535 Len=1448 TSV=1326406343 TSER=1326305738
    131 4.360400    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=43442 Ack=2 Win=65535 Len=1448 TSV=1326406343 TSER=1326305738
    132 4.361378    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=44890 Ack=2 Win=65535 Len=1448 TSV=1326426484 TSER=1326325872
    133 4.380539    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=44890 Ack=2 Win=65535 Len=1448 TSV=1326426484 TSER=1326325872
    134 4.381510    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=46338 Ack=2 Win=65535 Len=1448 TSV=1326446632 TSER=1326346010
    135 4.400666    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=46338 Ack=2 Win=65535 Len=1448 TSV=1326446632 TSER=1326346010
    136 4.401647    127.0.0.1             127.0.0.1             TCP      commplex-main > 16312 [ACK] Seq=2 Ack=40546 Win=65535 Len=0 TSV=1326466675 TSER=1326366182
    137 4.420812    127.0.0.1             127.0.0.1             TCP      commplex-main > 16312 [ACK] Seq=2 Ack=40546 Win=65535 Len=0 TSV=1326466675 TSER=1326366182
    138 4.421782    127.0.0.1             127.0.0.1             TCP      commplex-main > 16312 [ACK] Seq=2 Ack=41994 Win=65535 Len=0 TSV=1326486749 TSER=1326366214
    139 4.440941    127.0.0.1             127.0.0.1             TCP      commplex-main > 16312 [ACK] Seq=2 Ack=41994 Win=65535 Len=0 TSV=1326486749 TSER=1326366214
    140 4.441916    127.0.0.1             127.0.0.1             TCP      commplex-main > 16312 [ACK] Seq=2 Ack=43442 Win=65535 Len=0 TSV=1326506812 TSER=1326386214
    141 4.461082    127.0.0.1             127.0.0.1             TCP      commplex-main > 16312 [ACK] Seq=2 Ack=43442 Win=65535 Len=0 TSV=1326506812 TSER=1326386214
    142 4.462000    127.0.0.1             127.0.0.1             TCP      commplex-main > 16312 [ACK] Seq=2 Ack=44890 Win=65535 Len=0 TSV=1326526893 TSER=1326406343
    143 4.481167    127.0.0.1             127.0.0.1             TCP      commplex-main > 16312 [ACK] Seq=2 Ack=44890 Win=65535 Len=0 TSV=1326526893 TSER=1326406343
    144 4.482132    127.0.0.1             127.0.0.1             TCP      commplex-main > 16312 [ACK] Seq=2 Ack=46338 Win=65535 Len=0 TSV=1326547028 TSER=1326426484
    145 4.501292    127.0.0.1             127.0.0.1             TCP      commplex-main > 16312 [ACK] Seq=2 Ack=46338 Win=65535 Len=0 TSV=1326547028 TSER=1326426484
    146 4.502207    127.0.0.1             127.0.0.1             TCP      commplex-main > 16312 [ACK] Seq=2 Ack=47786 Win=65535 Len=0 TSV=1326567163 TSER=1326446632
    147 4.521373    127.0.0.1             127.0.0.1             TCP      commplex-main > 16312 [ACK] Seq=2 Ack=47786 Win=65535 Len=0 TSV=1326567163 TSER=1326446632
    148 4.522343    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=47786 Ack=2 Win=65535 Len=1448 TSV=1326587371 TSER=1326466675
    149 4.541396    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=47786 Ack=2 Win=65535 Len=1448 TSV=1326587371 TSER=1326466675
    150 4.542485    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=49234 Ack=2 Win=65535 Len=1448 TSV=1326607489 TSER=1326486749
    151 4.561651    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=49234 Ack=2 Win=65535 Len=1448 TSV=1326607489 TSER=1326486749
    152 4.562558    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=50682 Ack=2 Win=65535 Len=1448 TSV=1326607495 TSER=1326486749
    153 4.581716    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=50682 Ack=2 Win=65535 Len=1448 TSV=1326607495 TSER=1326486749
    154 4.582631    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=52130 Ack=2 Win=65535 Len=1448 TSV=1326627612 TSER=1326506812
    155 4.601791    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=52130 Ack=2 Win=65535 Len=1448 TSV=1326627612 TSER=1326506812
    156 4.602708    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=53578 Ack=2 Win=65535 Len=1448 TSV=1326647695 TSER=1326526893
    157 4.621879    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=53578 Ack=2 Win=65535 Len=1448 TSV=1326647695 TSER=1326526893
    158 4.622786    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=55026 Ack=2 Win=65535 Len=1448 TSV=1326667817 TSER=1326547028
    159 4.641891    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=55026 Ack=2 Win=65535 Len=1448 TSV=1326667817 TSER=1326547028
    160 4.642918    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=56474 Ack=2 Win=65535 Len=1448 TSV=1326687900 TSER=1326567163
    161 4.662029    127.0.0.1             127.0.0.1             TCP      16312 > commplex-main [ACK] Seq=56474 Ack=2 Win=65535 Len=1448 TSV=1326687900 TSER=1326567163
    162 4.663003    127.0.0.1             127.0.0.1             TCP      commplex-main > 16312 [ACK] Seq=2 Ack=49234 Win=65535 Len=0 TSV=1326707881 TSER=1326587371
    163 4.682186    127.0.0.1             127.0.0.1             TCP      commplex-main > 16312 [ACK] Seq=2 Ack=49234 Win=65535 Len=0 TSV=1326707881 TSER=1326587371
    164 4.683078    127.0.0.1             127.0.0.1             TCP      commplex-main > 16312 [ACK] Seq=2 Ack=50682 Win=65535 Len=0 TSV=1326728134 TSER=1326607489
