No.     Time        Source                Destination           Protocol Info
     62 0.001621    127.0.0.1             127.0.0.1             TCP      commplex-main > 18901 [ACK] Seq=2 Ack=18826 Win=64087 Len=0 TSV=2263931185 TSER=2263930985
     63 0.001643    127.0.0.1             127.0.0.1             TCP      commplex-main > 18901 [ACK] Seq=2 Ack=20274 Win=64087 Len=0 TSV=2263931235 TSER=2263931017
     64 0.001686    127.0.0.1             127.0.0.1             TCP      18901 > commplex-main [ACK] Seq=21722 Ack=2 Win=65535 Len=1448 TSV=2263931343 TSER=2263931030
     65 0.001692    127.0.0.1             127.0.0.1             TCP      18901 > commplex-main [ACK] Seq=23170 Ack=2 Win=65535 Len=1448 TSV=2263931346 TSER=2263931030
     66 0.001699    127.0.0.1             127.0.0.1             TCP      18901 > commplex-main [ACK] Seq=24618 Ack=2 Win=65535 Len=1448 TSV=2263931381 TSER=2263931035
     67 0.001705    127.0.0.1             127.0.0.1             TCP      18901 > commplex-main [ACK] Seq=26066 Ack=2 Win=65535 Len=1448 TSV=2263931383 TSER=2263931035
     68 0.001711    127.0.0.1             127.0.0.1             TCP      18901 > commplex-main [ACK] Seq=27514 Ack=2 Win=65535 Len=1448 TSV=2263931415 TSER=2263931055
     69 0.001716    127.0.0.1             127.0.0.1             TCP      18901 > commplex-main [ACK] Seq=28962 Ack=2 Win=65535 Len=1448 TSV=2263931417 TSER=2263931055
     70 0.001883    127.0.0.1             127.0.0.1             TCP      18901 > commplex-main [ACK] Seq=30410 Ack=2 Win=65535 Len=1448 TSV=2263931513 TSER=2263931060
     71 0.001890    127.0.0.1             127.0.0.1             TCP      18901 > commplex-main [ACK] Seq=31858 Ack=2 Win=65535 Len=1448 TSV=2263931517 TSER=2263931060
     72 0.001896    127.0.0.1             127.0.0.1             TCP      18901 > commplex-main [ACK] Seq=33306 Ack=2 Win=65535 Len=1448 TSV=2263931548 TSER=2263931177
     73 0.001901    127.0.0.1             127.0.0.1             TCP      18901 > commplex-main [ACK] Seq=34754 Ack=2 Win=65535 Len=1448 TSV=2263931552 TSER=2263931177
     74 0.001906    127.0.0.1             127.0.0.1             TCP      18901 > commplex-main [ACK] Seq=36202 Ack=2 Win=65535 Len=1448 TSV=2263931584 TSER=2263931185
     75 0.001911    127.0.0.1             127.0.0.1             TCP      18901 > commplex-main [ACK] Seq=37650 Ack=2 Win=65535 Len=1448 TSV=2263931588 TSER=2263931185
     76 0.001917    127.0.0.1             127.0.0.1             TCP      18901 > commplex-main [ACK] Seq=39098 Ack=2 Win=65535 Len=1448 TSV=2263931620 TSER=2263931235
     77 0.001922    127.0.0.1             127.0.0.1             TCP      18901 > commplex-main [ACK] Seq=40546 Ack=2 Win=65535 Len=1448 TSV=2263931624 TSER=2263931235
     78 0.001945    127.0.0.1             127.0.0.1             TCP      18901 > commplex-main [ACK] Seq=21722 Ack=2 Win=65535 Len=1448 TSV=2263931343 TSER=2263931030
     79 0.001976    127.0.0.1             127.0.0.1             TCP      commplex-main > 18901 [ACK] Seq=2 Ack=20274 Win=64087 Len=0 TSV=2263931723 TSER=2263931343
